,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,quality_level_chosen,t_start,t_end,seg_len_s,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,t_download_s_-8,quality_level_chosen_-8,bandwidth_mbit_-8,t_download_s_-9,quality_level_chosen_-9,bandwidth_mbit_-9,t_download_s_-10,quality_level_chosen_-10,bandwidth_mbit_-10
0,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgal8wnk_F8fMh82hHPSbmGCIs7k2uBRixY1Ucq7PzMDQCIA6c9Oa5odmffoqxYD8HFKoYIA-HwRoIzBPq8WHF1rUK&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=0-80888&rn=1&rbuf=0,1576350054.507,1576350056.343,0,0.5700000000000001,80889,1.1352842105263157,0.0,80888.0,2,0.0,0.93,0.93,653085.0,46.277404777777775,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgal8wnk_F8fMh82hHPSbmGCIs7k2uBRixY1Ucq7PzMDQCIA6c9Oa5odmffoqxYD8HFKoYIA-HwRoIzBPq8WHF1rUK&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=80889-153483&rn=3&rbuf=2781,1576350055.392,1576350055.861,0,0.441,72595,1.3169160997732425,80889.0,153483.0,2,0.93,5.37,4.44,653085.0,46.277404777777775,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-2,0.0,0.8849999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgal8wnk_F8fMh82hHPSbmGCIs7k2uBRixY1Ucq7PzMDQCIA6c9Oa5odmffoqxYD8HFKoYIA-HwRoIzBPq8WHF1rUK&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=153484-297948&rn=5&rbuf=5209,1576350055.864,1576350057.2670002,1,1.191,144465,0.9703778337531485,153484.0,297948.0,2,5.37,10.71,5.340000000000001,736724.0,71.26892844444444,0.0,0.0,0,200784,5.6167882222222225,534889.0,200784,5.6167882222222225,534889.0,200784,5.6167882222222225,534889.0,237256,46.27193155555555,632050.0,276548,71.26892844444444,736724.0,-2,0.0,0.4720001220703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgal8wnk_F8fMh82hHPSbmGCIs7k2uBRixY1Ucq7PzMDQCIA6c9Oa5odmffoqxYD8HFKoYIA-HwRoIzBPq8WHF1rUK&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=297949-614647&rn=7&rbuf=9047,1576350057.271,1576350061.366,3,3.899,316699,0.6498055911772249,297949.0,614647.0,2,10.71,26.73,16.02,714687.0,73.7210881111111,0.0,0.0,0,198716,0.0,529379.0,198716,0.0,529379.0,198716,0.0,529379.0,238196,44.99631877777777,634554.0,268276,73.7210881111111,714687.0,-2,5.336000289916993,1.4030001163482666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgal8wnk_F8fMh82hHPSbmGCIs7k2uBRixY1Ucq7PzMDQCIA6c9Oa5odmffoqxYD8HFKoYIA-HwRoIzBPq8WHF1rUK&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=614648-1330278&rn=9&rbuf=19313,1576350063.059,1576350063.084,8,0.001,-1,-0.008,614648.0,1330278.0,2,26.73,64.1,37.36999999999999,851865.0,72.82636233333331,0.0,0.0,0,227856,0.0,613829.0,227856,0.0,613829.0,227856,0.0,613829.0,275796,43.52350477777776,742976.0,316216,72.82636233333331,851865.0,-2,15.568000183105468,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=397&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=22553932&dur=548.648&lmt=1570424795255410&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgF6SIUNKhZxNNu-TcQfQxyrUvRMSb7S5FtQT6JCVYMrcCIQDvPrJukEOfux-FWM0f10CYcNeF0A7G42gS6axoeIbl9g%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=0-1967&rn=10&rbuf=0,1576350064.406,1576350064.5029998,0,0.004,1968,3.9359999999999995,0.0,1967.0,3,0.0,0.0,0.0,946573.0,53.248355,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-3,14.221000299453735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=397&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=22553932&dur=548.648&lmt=1570424795255410&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgF6SIUNKhZxNNu-TcQfQxyrUvRMSb7S5FtQT6JCVYMrcCIQDvPrJukEOfux-FWM0f10CYcNeF0A7G42gS6axoeIbl9g%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=919150-1305858&rn=11&rbuf=10975,1576350066.098,1576350066.138,10,0.001,-1,-0.008,919150.0,1305858.0,3,30.26,42.74,12.48,1076227.0,80.10780933333338,851865.0,72.82636233333331,2,197964,4.835650000000001,533302.0,249288,46.24049455555557,671565.0,304560,70.634075,820465.0,399500,80.10780933333338,1076227.0,660632,86.87989322222221,1779700.0,-1,12.529000148773193,0.0,0.004,3.0,3.9359999999999995,3.899,2.0,0.6498055911772249,1.191,2.0,0.9703778337531485,0.5700000000000001,2.0,1.1352842105263157,,,,,,,,,,,,,,,,,,
7,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=397&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=22553932&dur=548.648&lmt=1570424795255410&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgF6SIUNKhZxNNu-TcQfQxyrUvRMSb7S5FtQT6JCVYMrcCIQDvPrJukEOfux-FWM0f10CYcNeF0A7G42gS6axoeIbl9g%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=1305859-2311128&rn=13&rbuf=18652,1576350068.926,1576350069.0860002,14,0.001,-1,-0.008,1305859.0,2311128.0,3,42.74,80.11,37.37,859929.0,79.8510103333333,946573.0,53.248355,3,246468,52.62612055555557,656591.0,288580,71.16528688888886,768777.0,322796,79.8510103333333,859929.0,446312,86.58181566666669,1188976.0,793360,100.0,2113513.0,0,9.701000080108642,0.0,1.264,3.0,2.447525316455696,0.004,3.0,3.9359999999999995,3.899,2.0,0.6498055911772249,1.191,2.0,0.9703778337531485,0.5700000000000001,2.0,1.1352842105263157,,,,,,,,,,,,,,,
8,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAM3UVMyFKZ75ytdjoopeKuf8X2hG0KZt1K9ZCsU70TKdAiBHq_Ek3S-rVaPEE_fz3jQg6MQUt_kZlw2oQChaiI6rkQ%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=0-1967&rn=15&rbuf=0,1576350074.449,1576350074.645,0,0.004,1968,3.9359999999999995,0.0,1967.0,4,0.0,0.0,0.0,1685301.0,59.00171188888889,1076227.0,80.10780933333338,3,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,355320,53.248355,946573.0,632620,59.00171188888889,1685301.0,1210156,100.0,3223858.0,-1,4.1780003166198725,0.0,5.415,3.0,1.485163434903047,1.264,3.0,2.447525316455696,0.004,3.0,3.9359999999999995,3.899,2.0,0.6498055911772249,1.191,2.0,0.9703778337531485,0.5700000000000001,2.0,1.1352842105263157,,,,,,,,,,,,
9,https://r1---sn-4g5e6nes.googlevideo.com/videoplayback?expire=1576371650&ei=YjH1Xb-bGJq81wLDo4qABg&ip=35.158.21.68&id=o-AGxDVwUlg8GvCPh0Rnf_1w10N10jE38jBb-O7Ow6TsED&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nes%2Csn-25glen7l&ms=au%2Conr&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=502500&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576349985&fvip=1&keepalive=yes&fexp=23842630&beids=9466588&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAM3UVMyFKZ75ytdjoopeKuf8X2hG0KZt1K9ZCsU70TKdAiBHq_Ek3S-rVaPEE_fz3jQg6MQUt_kZlw2oQChaiI6rkQ%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAP7Um392s6hmZVsuozPg-uWAum4NmDt1AONLUwKNaoIRAiBqSyVOgI11HT6MpXSHL3GgIXWmkceDQiEa_ah1XOJYqA%3D%3D&alr=yes&cpn=uAo5e1_nAkapCsPy&cver=2.20191212.06.01&range=5726460-7343981&rn=16&rbuf=38595,1576350075.7,1576350075.757,33,0.001,-1,-0.008,5726460.0,7343981.0,4,101.5,124.09,22.590000000000003,4521167.0,73.11366199999995,859929.0,79.8510103333333,3,319788,38.61408633333335,861488.0,585244,57.210418999999995,1576609.0,898264,66.261861,2419865.0,1678276,73.11366199999995,4521167.0,3219500,100.0,8673125.0,-1,2.9270001506805414,0.0,0.004,4.0,3.9359999999999995,5.415,3.0,1.485163434903047,1.264,3.0,2.447525316455696,0.004,3.0,3.9359999999999995,3.899,2.0,0.6498055911772249,1.191,2.0,0.9703778337531485,0.5700000000000001,2.0,1.1352842105263157,,,,,,,,,
