,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,quality_level_chosen,t_start,t_end,seg_len_s,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,t_download_s_-8,quality_level_chosen_-8,bandwidth_mbit_-8,t_download_s_-9,quality_level_chosen_-9,bandwidth_mbit_-9,t_download_s_-10,quality_level_chosen_-10,bandwidth_mbit_-10
0,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgOUA-NHFRFv3ItYaS5pPbfZGGy9iTX9r_Mkgi4-SCO6MCIEs_cvSiEpR3T0zSyl9VAaVRQWO0b3_0Wk1orKNg1vHC&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=0-102549&rn=1&rbuf=0,1576355411.662,1576355412.687,0,1.006,102550,0.815506958250497,0.0,102549.0,2,0.0,2.24,2.24,645216.0,70.52470320000003,0.0,0.0,0,163560,11.9176536,436160.0,163560,11.9176536,436160.0,163560,11.9176536,436160.0,187060,48.85957573333333,498826.0,241956,70.52470320000003,645216.0,-2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgOUA-NHFRFv3ItYaS5pPbfZGGy9iTX9r_Mkgi4-SCO6MCIEs_cvSiEpR3T0zSyl9VAaVRQWO0b3_0Wk1orKNg1vHC&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=102550-203121&rn=3&rbuf=2444,1576355412.713,1576355414.752,0,1.911,100572,0.4210235478806907,102550.0,203121.0,2,2.24,4.64,2.3999999999999995,645216.0,70.52470320000003,0.0,0.0,0,163560,11.9176536,436160.0,163560,11.9176536,436160.0,163560,11.9176536,436160.0,187060,48.85957573333333,498826.0,241956,70.52470320000003,645216.0,-2,0.0,1.0510001182556152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgOUA-NHFRFv3ItYaS5pPbfZGGy9iTX9r_Mkgi4-SCO6MCIEs_cvSiEpR3T0zSyl9VAaVRQWO0b3_0Wk1orKNg1vHC&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=203122-303693&rn=5&rbuf=4008,1576355413.736,1576355414.849,1,1.0130000000000001,100572,0.7942507403751232,203122.0,303693.0,2,4.64,6.92,2.2800000000000002,667274.0,59.34757559999999,0.0,0.0,0,152844,8.8105152,407584.0,152844,8.8105152,407584.0,152844,8.8105152,407584.0,177284,38.78553453333335,472757.0,250228,59.34757559999999,667274.0,-2,0.0,1.0230000019073486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgOUA-NHFRFv3ItYaS5pPbfZGGy9iTX9r_Mkgi4-SCO6MCIEs_cvSiEpR3T0zSyl9VAaVRQWO0b3_0Wk1orKNg1vHC&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=303694-447070&rn=6&rbuf=5964,1576355414.756,1576355417.296,2,2.251,143377,0.5095584184806753,303694.0,447070.0,2,6.92,12.48,5.5600000000000005,784586.0,70.16682466666667,0.0,0.0,0,166380,11.355097466666667,443680.0,166380,11.355097466666667,443680.0,166380,11.355097466666667,443680.0,201536,46.27023346666667,537429.0,294220,70.16682466666667,784586.0,-2,2.3960000514984126,1.0160000324249268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgOUA-NHFRFv3ItYaS5pPbfZGGy9iTX9r_Mkgi4-SCO6MCIEs_cvSiEpR3T0zSyl9VAaVRQWO0b3_0Wk1orKNg1vHC&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=447071-673943&rn=9&rbuf=7680,1576355417.858,1576355419.808,4,1.905,226873,0.9527475065616797,447071.0,673943.0,2,12.48,18.76,6.280000000000001,875829.0,62.35870920000001,0.0,0.0,0,173148,4.7270813333333335,461728.0,173148,4.7270813333333335,461728.0,173148,4.7270813333333335,461728.0,226916,38.45924946666667,605109.0,328436,62.35870920000001,875829.0,-2,7.134000053405762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=16817786&dur=517.720&lmt=1569011547986723&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgOUA-NHFRFv3ItYaS5pPbfZGGy9iTX9r_Mkgi4-SCO6MCIEs_cvSiEpR3T0zSyl9VAaVRQWO0b3_0Wk1orKNg1vHC&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=673944-1032562&rn=11&rbuf=11390,1576355420.502,1576355420.543,6,0.001,-1,-0.008,673944.0,1032562.0,2,18.76,30.2,11.439999999999998,579040.0,62.55729399999998,0.0,0.0,0,164124,16.79952413333334,437664.0,164124,16.79952413333334,437664.0,164124,16.79952413333334,437664.0,180292,43.97001106666666,480778.0,217140,62.55729399999998,579040.0,-2,10.770000000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=25193883&dur=517.720&lmt=1569011547979207&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgOj_5z3sOjjZucb6DYcNKACJ4i9bXJAFdWunZP_Zv4YMCIQDNHBKS_DDdmVu4ZM1hE9Vg2E7szYDlcBr7tcfUEdbcOw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=0-2008&rn=12&rbuf=0,1576355421.802,1576355421.871,0,0.038,2009,0.4229473684210526,0.0,2008.0,3,0.0,0.0,0.0,907413.0,81.00235440000002,0.0,0.0,0,163560,11.9176536,436160.0,163560,11.9176536,436160.0,163560,11.9176536,436160.0,187060,48.85957573333333,498826.0,241956,70.52470320000003,645216.0,-3,9.470000047683717,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=25193883&dur=517.720&lmt=1569011547979207&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgOj_5z3sOjjZucb6DYcNKACJ4i9bXJAFdWunZP_Zv4YMCIQDNHBKS_DDdmVu4ZM1hE9Vg2E7szYDlcBr7tcfUEdbcOw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=1501020-2298024&rn=13&rbuf=20319,1576355422.849,1576355422.891,10,0.001,-1,-0.008,1501020.0,2298024.0,3,30.2,44.72,14.52,720416.0,67.54703973333335,579040.0,62.55729399999998,2,152280,6.389680400000002,406080.0,176532,32.67901386666667,470752.0,210372,54.54708173333334,560992.0,270156,67.54703973333335,720416.0,485980,81.12070733333331,1295946.0,-1,8.423000116348268,0.0,0.038,3.0,0.4229473684210526,1.905,2.0,0.9527475065616797,2.251,2.0,0.5095584184806753,1.0130000000000001,2.0,0.7942507403751232,1.911,2.0,0.4210235478806907,,,,,,,,,,,,,,,
8,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=244&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=25193883&dur=517.720&lmt=1569011547979207&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIgOj_5z3sOjjZucb6DYcNKACJ4i9bXJAFdWunZP_Zv4YMCIQDNHBKS_DDdmVu4ZM1hE9Vg2E7szYDlcBr7tcfUEdbcOw%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=2298025-4371826&rn=17&rbuf=27575,1576355430.133,1576355430.1529999,14,0.001,-1,-0.008,2298025.0,4371826.0,3,44.72,87.68,42.96000000000001,944512.0,73.37330173333334,907413.0,81.00235440000002,3,195520,39.09476359999999,521386.0,244400,60.60621959999999,651733.0,354192,73.37330173333334,944512.0,649916,85.30780173333336,1733109.0,1272948,100.0,3394528.0,0,27.09900019645691,0.0,4.381,3.0,1.4553846153846153,2.403,2.0,1.1939042863087805,0.038,3.0,0.4229473684210526,1.905,2.0,0.9527475065616797,2.251,2.0,0.5095584184806753,1.0130000000000001,2.0,0.7942507403751232,1.911,2.0,0.4210235478806907,,,,,,,,,
9,https://r1---sn-4g5e6nss.googlevideo.com/videoplayback?expire=1576377005&ei=TUb1XdrtG5rqgAfeyI-QDg&ip=35.158.21.68&id=o-APSYT9tSz9CKR_xjmYvCPMkCOC2O0h4KsKCPWVtc_M9G&itag=247&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5e6nss%2Csn-25glen7r&ms=au%2Conr&mv=m&mvi=0&pl=14&initcwndbps=393750&mime=video%2Fwebm&gir=yes&clen=45045409&dur=517.720&lmt=1569011548009266&mt=1576355325&fvip=1&keepalive=yes&fexp=23842630&c=WEB&txp=4535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAI-FV1cZPo1X0jLYPyiMXfezyM1nWpdaHd4LQ1A00eKNAiEAmTO6MsfA1_pBEs6Qbo3AL1ffAiiaY9pIp5cHYVOFoeY%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAKQr9BHVjWhRbC3CGc6VuhJ20mydxhjssCgmorXyvYrQAiBUV9YF--StULfYeRC4p2XL1RKIglQncM73tMcj59hVCA%3D%3D&alr=yes&cpn=N-UmIkoWKkheX-K0&cver=2.20191212.06.01&range=0-2041&rn=18&rbuf=0,1576355430.147,1576355430.424,0,0.011,2042,1.4850909090909092,0.0,2041.0,4,0.0,0.0,0.0,1701024.0,90.41417079999998,720416.0,67.54703973333335,3,187060,48.85957573333333,498826.0,241956,70.52470320000003,645216.0,340280,81.00235440000002,907413.0,637884,90.41417079999998,1701024.0,1344576,100.0,3585536.0,-1,27.085000019073487,0.0,4.381,3.0,1.4553846153846153,2.403,2.0,1.1939042863087805,0.038,3.0,0.4229473684210526,1.905,2.0,0.9527475065616797,2.251,2.0,0.5095584184806753,1.0130000000000001,2.0,0.7942507403751232,1.911,2.0,0.4210235478806907,,,,,,,,,
