,url,timestamp_start,timestamp_finish,n_segment,t_download_s,body_size_byte,bandwidth_mbit,byte_start,byte_end,quality_level_chosen,t_start,t_end,seg_len_s,bitrate_level,vmaf_level,previous_bitrate,previous_vmaf,previous_quality,quality_shift_byte_-2,quality_shift_vmaf_-2,quality_shift_bitrate_-2,quality_shift_byte_-1,quality_shift_vmaf_-1,quality_shift_bitrate_-1,quality_shift_byte_0,quality_shift_vmaf_0,quality_shift_bitrate_0,quality_shift_byte_1,quality_shift_vmaf_1,quality_shift_bitrate_1,quality_shift_byte_2,quality_shift_vmaf_2,quality_shift_bitrate_2,quality_shift,buffer_estimate_0,rebuffer_estimate_0,t_download_s_-1,quality_level_chosen_-1,bandwidth_mbit_-1,t_download_s_-2,quality_level_chosen_-2,bandwidth_mbit_-2,t_download_s_-3,quality_level_chosen_-3,bandwidth_mbit_-3,t_download_s_-4,quality_level_chosen_-4,bandwidth_mbit_-4,t_download_s_-5,quality_level_chosen_-5,bandwidth_mbit_-5,t_download_s_-6,quality_level_chosen_-6,bandwidth_mbit_-6,t_download_s_-7,quality_level_chosen_-7,bandwidth_mbit_-7,t_download_s_-8,quality_level_chosen_-8,bandwidth_mbit_-8,t_download_s_-9,quality_level_chosen_-9,bandwidth_mbit_-9,t_download_s_-10,quality_level_chosen_-10,bandwidth_mbit_-10
0,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=0-80888&rn=3&rbuf=0",1576347031.583,1576347032.8279998,0,0.58,80889,1.1157103448275862,0.0,80888.0,2,0.0,0.93,0.93,653085.0,46.277404777777775,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=80889-153483&rn=5&rbuf=2781",1576347032.227,1576347032.874,0,0.61,72595,0.9520655737704917,80889.0,153483.0,2,0.93,5.37,4.44,653085.0,46.277404777777775,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-2,0.0,0.6440000534057617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=153484-297948&rn=7&rbuf=4961",1576347032.879,1576347034.927,1,1.795,144465,0.6438551532033425,153484.0,297948.0,2,5.37,10.71,5.340000000000001,736724.0,71.26892844444444,0.0,0.0,0,200784,5.6167882222222225,534889.0,200784,5.6167882222222225,534889.0,200784,5.6167882222222225,534889.0,237256,46.27193155555555,632050.0,276548,71.26892844444444,736724.0,-2,4.4350001239776615,0.6470000743865967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=396&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=13341322&dur=548.648&lmt=1570425283944554&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhAIbxAN1sPgVhhxprEsSwwuJ9GT6fGb6QIDgelGtTiHncAiEAhNPaIQ69--Jk2GbLomBH7nue8tNpeVaMXJQy_3kXJks%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=297949-614647&rn=9&rbuf=9049",1576347034.184,1576347035.957,3,1.605,316699,1.5785619937694704,297949.0,614647.0,2,10.71,26.73,16.02,714687.0,73.7210881111111,0.0,0.0,0,198716,0.0,529379.0,198716,0.0,529379.0,198716,0.0,529379.0,238196,44.99631877777777,634554.0,268276,73.7210881111111,714687.0,-2,3.1300000572204594,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=397&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=22553932&dur=548.648&lmt=1570424795255410&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAJ6UHZKTAXjwy2IqoNqjt_tJpliKmTN1klKwzf0cZAVfAiA2NoP2mfGxUayHfws-nQDVlL2bxTAv3x80EyfMUxB4uQ%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=0-1967&rn=13&rbuf=0",1576347035.978,1576347036.043,0,0.027,1968,0.583111111111111,0.0,1967.0,3,0.0,0.0,0.0,946573.0,53.248355,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-3,22.696000146865845,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=0-1967&rn=14&rbuf=0",1576347036.092,1576347036.202,0,0.034,1968,0.46305882352941163,0.0,1967.0,4,0.0,0.0,0.0,1685301.0,59.00171188888889,0.0,0.0,0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,157544,4.470457999999998,419697.0,182360,30.51394166666667,485807.0,245152,46.277404777777775,653085.0,-4,22.582000064849854,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=1700221-2641568&rn=15&rbuf=11888",1576347036.566,1576347036.604,10,0.001,-1,-0.008,1700221.0,2641568.0,4,32.06,54.39,22.33,1779700.0,86.87989322222221,946573.0,53.248355,3,249288,46.24049455555557,671565.0,304560,70.634075,820465.0,399500,80.10780933333338,1076227.0,660632,86.87989322222221,1779700.0,1177444,100.0,3171958.0,-1,22.108000087738038,0.0,0.034,4.0,0.46305882352941163,0.027,3.0,0.583111111111111,1.605,2.0,1.5785619937694704,1.795,2.0,0.6438551532033425,0.61,2.0,0.9520655737704917,,,,,,,,,,,,,,,
7,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=2641569-4296703&rn=16&rbuf=16640",1576347041.532,1576347041.562,18,0.001,-1,-0.008,2641569.0,4296703.0,4,54.39,86.89,32.5,1267669.0,86.4760157777778,1685301.0,59.00171188888889,4,265644,64.1643702222222,715627.0,305312,76.1717658888889,822490.0,470564,86.4760157777778,1267669.0,854460,100.0,2301860.0,854460,100.0,2301860.0,0,17.142000007629395,0.0,0.034,4.0,0.46305882352941163,0.027,3.0,0.583111111111111,1.605,2.0,1.5785619937694704,1.795,2.0,0.6438551532033425,0.61,2.0,0.9520655737704917,,,,,,,,,,,,,,,
8,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=4296704-4712083&rn=21&rbuf=26581",1576347048.688,1576347048.7849998,29,0.001,-1,-0.008,4296704.0,4712083.0,4,86.89,96.83,9.939999999999998,1379596.0,88.45406499999999,1779700.0,86.87989322222221,4,307192,71.32372655555554,827555.0,344416,80.73020133333334,927834.0,512112,88.45406499999999,1379596.0,913116,100.0,2459875.0,913116,100.0,2459875.0,0,9.986000108718873,0.0,6.312,4.0,2.0977629911280102,5.2700000000000005,4.0,1.4289912713472483,0.034,4.0,0.46305882352941163,0.027,3.0,0.583111111111111,1.605,2.0,1.5785619937694704,1.795,2.0,0.6438551532033425,0.61,2.0,0.9520655737704917,,,,,,,,,
9,"https://r4---sn-4g5ednsr.googlevideo.com/videoplayback?expire=1576368627&ei=kiX1XbOiPJui1gKLj47ABg&ip=35.158.21.68&id=o-AHLumDrLtwbC2FU-jn-TRjkIlB_qBryRp1veHjTm0PxB&itag=398&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278%2C394%2C395%2C396%2C397%2C398%2C399&source=youtube&requiressl=yes&mm=31%2C29&mn=sn-4g5ednsr%2Csn-4g5e6nes&ms=au%2Crdu&mv=m&mvi=0&pl=14&gcr=de&initcwndbps=365000&mime=video%2Fmp4&gir=yes&clen=54817015&dur=548.648&lmt=1570424752311114&mt=1576346926&fvip=1&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5531432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRgIhALPh7mREb6svmQzPjjqqNWv1UJl5bYeRsAGrNANw8BvGAiEAxq_pd1hbIewOFFWTF8ZC0_bruhSCQsVelSN_QJJrAxc%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIgPY3oO194sgQ1iz46Frg36rJDeMOQp1_qlh_NyRObUnsCIQCoJ81jbpNsMizfKz_cRimGmnwYqq_s64ZtzCgXkUxq8A%3D%3D&alr=yes&cpn=yRpCHpUpNmyEUJaq&cver=2.20191212.06.01&ir=1&rr=12&range=4296704-4712083&rn=21&rbuf=26581",1576347048.688,1576347048.7849998,29,0.001,-1,-0.008,4296704.0,4712083.0,4,86.89,96.83,9.939999999999998,1379596.0,88.45406499999999,1267669.0,86.4760157777778,4,307192,71.32372655555554,827555.0,344416,80.73020133333334,927834.0,512112,88.45406499999999,1379596.0,913116,100.0,2459875.0,913116,100.0,2459875.0,0,9.986000108718873,0.0,6.312,4.0,2.0977629911280102,5.2700000000000005,4.0,1.4289912713472483,0.034,4.0,0.46305882352941163,0.027,3.0,0.583111111111111,1.605,2.0,1.5785619937694704,1.795,2.0,0.6438551532033425,0.61,2.0,0.9520655737704917,,,,,,,,,
